Time (Sec);S1;S12;S16;S23;S24;S25;S26;S27;S28;S29;S3;S30;S31;S32;S33;S34;S35;S36;S37;S38;S40;S8;
0.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.12666666666666668;19160.0;99.9896928;99.98580319999999;99.98237119999999;99.98237119999999;99.98237119999999;99.98237119999999;99.989464;99.989464;99.989464;99.98993759999999;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.98580319999999;99.99016639999999;
0.22666666666666668;19160.0;99.9896928;99.98580319999999;99.98237119999999;99.98237119999999;99.98237119999999;99.98237119999999;99.989464;99.989464;99.989464;99.98993759999999;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.98580319999999;99.99016639999999;
0.32666666666666666;19160.0;99.9896928;99.98580319999999;99.98237119999999;99.98237119999999;99.98237119999999;99.98237119999999;99.989464;99.989464;99.989464;99.98993759999999;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.98580319999999;99.99016639999999;
0.42666666666666664;19160.0;99.9896928;99.98580319999999;99.98237119999999;99.98237119999999;99.98237119999999;99.98237119999999;99.989464;99.989464;99.989464;99.98993759999999;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.98580319999999;99.99016639999999;
0.5266666666666666;19160.0;99.9896928;99.98580319999999;99.98237119999999;99.98237119999999;99.98237119999999;99.98237119999999;99.989464;99.989464;99.989464;99.98993759999999;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.98580319999999;99.99016639999999;
0.6266666666666666;19160.0;99.9896928;99.98580319999999;99.98237119999999;99.98237119999999;99.98237119999999;99.98237119999999;99.989464;99.989464;99.989464;99.98993759999999;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.98580319999999;99.99016639999999;
0.7266666666666666;19160.0;99.9896928;99.98580319999999;99.98237119999999;99.98237119999999;99.98237119999999;99.98237119999999;99.989464;99.989464;99.989464;99.98993759999999;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.98580319999999;99.99016639999999;
0.8266666666666665;19160.0;99.9896928;99.98580319999999;99.98237119999999;99.98237119999999;99.98237119999999;99.98237119999999;99.989464;99.989464;99.989464;99.98993759999999;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.98580319999999;99.99016639999999;
0.9266666666666665;19160.0;99.9896928;99.98580319999999;99.98237119999999;99.98237119999999;99.98237119999999;99.98237119999999;99.989464;99.989464;99.989464;99.98993759999999;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.98580319999999;99.99016639999999;
1.0266666666666666;19160.0;99.9896928;99.98580319999999;99.98237119999999;99.98237119999999;99.98237119999999;99.98237119999999;99.989464;99.989464;99.989464;99.98993759999999;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.989464;99.98580319999999;99.99016639999999;
1.1266666666666663;19160.0;99.9895928;99.98570319999999;99.98227119999999;99.98227119999999;99.98227119999999;99.98227119999999;99.989364;99.989364;99.989364;99.98983759999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98570319999999;99.99006639999999;
1.2266666666666663;19160.0;99.9895928;99.98570319999999;99.98227119999999;99.98227119999999;99.98227119999999;99.98227119999999;99.989364;99.989364;99.989364;99.98983759999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98570319999999;99.99006639999999;
1.3266666666666664;19160.0;99.9895928;99.98570319999999;99.98227119999999;99.98227119999999;99.98227119999999;99.98227119999999;99.989364;99.989364;99.989364;99.98983759999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98570319999999;99.99006639999999;
1.4266666666666665;19160.0;99.9895928;99.98570319999999;99.98227119999999;99.98227119999999;99.98227119999999;99.98227119999999;99.989364;99.989364;99.989364;99.98983759999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98570319999999;99.99006639999999;
1.5266666666666666;19160.0;99.9895928;99.98570319999999;99.98227119999999;99.98227119999999;99.98227119999999;99.98227119999999;99.989364;99.989364;99.989364;99.98983759999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98570319999999;99.99006639999999;
1.6266666666666667;19160.0;99.9895928;99.98570319999999;99.98227119999999;99.98227119999999;99.98227119999999;99.98227119999999;99.989364;99.989364;99.989364;99.98983759999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98570319999999;99.99006639999999;
1.7266666666666668;19160.0;99.9895928;99.98570319999999;99.98227119999999;99.98227119999999;99.98227119999999;99.98227119999999;99.989364;99.989364;99.989364;99.98983759999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98570319999999;99.99006639999999;
1.8266666666666669;19160.0;99.9895928;99.98570319999999;99.98227119999999;99.98227119999999;99.98227119999999;99.98227119999999;99.989364;99.989364;99.989364;99.98983759999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98570319999999;99.99006639999999;
1.926666666666667;19160.0;99.9895928;99.98570319999999;99.98227119999999;99.98227119999999;99.98227119999999;99.98227119999999;99.989364;99.989364;99.989364;99.98983759999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98570319999999;99.99006639999999;
2.026666666666667;19160.0;99.9895928;99.98570319999999;99.98227119999999;99.98227119999999;99.98227119999999;99.98227119999999;99.989364;99.989364;99.989364;99.98983759999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98570319999999;99.99006639999999;
2.126666666666667;19160.0;99.9895928;99.98560319999999;99.98217119999998;99.98217119999998;99.98217119999998;99.98217119999998;99.989364;99.989364;99.989364;99.98983759999999;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.989364;99.98560319999999;99.99006639999999;
2.2266666666666666;19160.0;99.9894928;99.98560319999999;99.98217119999998;99.98217119999998;99.98217119999998;99.98217119999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98973759999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98560319999999;99.98996639999999;
2.326666666666666;19160.0;99.9894928;99.98560319999999;99.98217119999998;99.98217119999998;99.98217119999998;99.98217119999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98973759999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98560319999999;99.98996639999999;
2.4266666666666663;19160.0;99.9894928;99.98560319999999;99.98217119999998;99.98217119999998;99.98217119999998;99.98217119999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98973759999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98560319999999;99.98996639999999;
2.5266666666666664;19160.0;99.9894928;99.98560319999999;99.98217119999998;99.98217119999998;99.98217119999998;99.98217119999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98973759999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98560319999999;99.98996639999999;
2.6266666666666665;19160.0;99.9894928;99.98560319999999;99.98217119999998;99.98217119999998;99.98217119999998;99.98217119999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98973759999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98560319999999;99.98996639999999;
2.7266666666666666;19160.0;99.9894928;99.98560319999999;99.98217119999998;99.98217119999998;99.98217119999998;99.98217119999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98973759999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98560319999999;99.98996639999999;
2.8266666666666667;19160.0;99.9894928;99.98560319999999;99.98217119999998;99.98217119999998;99.98217119999998;99.98217119999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98973759999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98560319999999;99.98996639999999;
2.9266666666666667;19160.0;99.9894928;99.98560319999999;99.98217119999998;99.98217119999998;99.98217119999998;99.98217119999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98973759999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98560319999999;99.98996639999999;
3.026666666666667;19160.0;99.9894928;99.98560319999999;99.98217119999998;99.98217119999998;99.98217119999998;99.98217119999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98973759999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98560319999999;99.98996639999999;
3.126666666666667;19160.0;99.9894928;99.98560319999999;99.98207119999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98973759999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98560319999999;99.98996639999999;
3.226666666666667;19160.0;99.9894928;99.98550319999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98973759999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98550319999998;99.98996639999999;
3.3266666666666667;19160.0;99.98939279999999;99.98550319999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98963759999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98550319999998;99.98986639999998;
3.4266666666666663;19160.0;99.98939279999999;99.98550319999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98963759999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98550319999998;99.98986639999998;
3.5266666666666664;19160.0;99.98939279999999;99.98550319999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98963759999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98550319999998;99.98986639999998;
3.6266666666666665;19160.0;99.98939279999999;99.98550319999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98963759999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98550319999998;99.98986639999998;
3.7266666666666666;19160.0;99.98939279999999;99.98550319999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98963759999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98550319999998;99.98986639999998;
3.8266666666666667;19160.0;99.98939279999999;99.98550319999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98963759999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98550319999998;99.98986639999998;
3.9266666666666667;19160.0;99.98939279999999;99.98550319999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98963759999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98550319999998;99.98986639999998;
4.026666666666666;19160.0;99.98939279999999;99.98550319999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98963759999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98550319999998;99.98986639999998;
4.126666666666666;19160.0;99.98939279999999;99.98550319999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98207119999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98963759999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98550319999998;99.98986639999998;
4.226666666666667;19160.0;99.98939279999999;99.98550319999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98963759999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98550319999998;99.98986639999998;
4.326666666666667;19160.0;99.98939279999999;99.98540319999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98963759999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98540319999998;99.98986639999998;
4.426666666666668;19160.0;99.98929279999999;99.98540319999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98953759999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98540319999998;99.98976639999998;
4.526666666666667;19160.0;99.98929279999999;99.98540319999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98953759999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98540319999998;99.98976639999998;
4.626666666666667;19160.0;99.98929279999999;99.98540319999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98953759999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98540319999998;99.98976639999998;
4.726666666666667;19160.0;99.98929279999999;99.98540319999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98953759999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98540319999998;99.98976639999998;
4.826666666666666;19160.0;99.98929279999999;99.98540319999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98953759999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98540319999998;99.98976639999998;
4.926666666666666;19160.0;99.98929279999999;99.98540319999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98953759999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98540319999998;99.98976639999998;
5.0266666666666655;19160.0;99.98929279999999;99.98540319999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98953759999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98540319999998;99.98976639999998;
5.126666666666665;19160.0;99.98929279999999;99.98540319999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98953759999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98540319999998;99.98976639999998;
5.226666666666665;19160.0;99.98929279999999;99.98540319999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98197119999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98953759999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98540319999998;99.98976639999998;
5.326666666666665;19160.0;99.98929279999999;99.98540319999998;99.98187119999997;99.98187119999997;99.98187119999997;99.98187119999997;99.98906399999998;99.98906399999998;99.98906399999998;99.98953759999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98540319999998;99.98976639999998;
5.426666666666666;19160.0;99.98929279999999;99.98530319999998;99.98187119999997;99.98187119999997;99.98187119999997;99.98187119999997;99.98906399999998;99.98906399999998;99.98906399999998;99.98953759999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98530319999998;99.98976639999998;
5.526666666666666;19160.0;99.98919279999998;99.98530319999998;99.98187119999997;99.98187119999997;99.98187119999997;99.98187119999997;99.98896399999998;99.98896399999998;99.98896399999998;99.98943759999997;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98530319999998;99.98966639999998;
5.626666666666666;19160.0;99.98919279999998;99.98530319999998;99.98187119999997;99.98187119999997;99.98187119999997;99.98187119999997;99.98896399999998;99.98896399999998;99.98896399999998;99.98943759999997;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98530319999998;99.98966639999998;
5.726666666666666;19160.0;99.98919279999998;99.98530319999998;99.98187119999997;99.98187119999997;99.98187119999997;99.98187119999997;99.98896399999998;99.98896399999998;99.98896399999998;99.98943759999997;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98530319999998;99.98966639999998;
5.826666666666665;19160.0;99.98919279999998;99.98530319999998;99.98187119999997;99.98187119999997;99.98187119999997;99.98187119999997;99.98896399999998;99.98896399999998;99.98896399999998;99.98943759999997;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98530319999998;99.98966639999998;
5.926666666666665;19160.0;99.98919279999998;99.98530319999998;99.98187119999997;99.98187119999997;99.98187119999997;99.98187119999997;99.98896399999998;99.98896399999998;99.98896399999998;99.98943759999997;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98530319999998;99.98966639999998;
